,Unnamed: 0,author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,cleaned_body,scores,pos_score,neu_score,neg_score,compound_score
32,32,0.0,0.9,"""comfort was very good""",2016-10-06,Thailand,Our flight was from Chendu to Bangkok. The check in was slow but competent. Terminal 1 is the older terminal but the departure area has been modernized. Our flight was operated by an A319. The interior was a blue and white scheme and the cabin immaculate. Seat pitch and comfort was very good. The cerw looked professional and greeted us in English. Service included two drink offers and a hot meal.  We did not eat by choice so have no comment on the meals.,Economy Class,A319,3X3,October 2016,Couple Leisure,1.0,0.8,0.8,0.8,0.8,True,china-eastern-airlines,China Eastern Airlines,0.2,,,,,,,flight chendu bangkok check slow competent terminal older terminal departure area modernized flight operated interior blue white scheme cabin immaculate seat pitch comfort good cerw looked professional greeted u english service included two drink offer hot meal eat choice comment meal,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.8316}",0.214,0.786,0.0,0.8316
33,33,0.0,0.1,"""services are so poor""",2013-04-20,South Korea,ICN-PVG-LHR and CDG-PVG-ICN. I sat near lavatory and it make some sounds like crash when people after use lavatory. Overall MU services are so poor.,Economy Class,AIRBUS A330,2x4x2,,,0.6,0.4,0.6,0.4,,no,china-eastern-airlines,China Eastern Airlines,0.4,,,,,,,icn pvg lhr cdg pvg icn sat near lavatory make sound like crash people use lavatory overall service poor,"{'neg': 0.239, 'neu': 0.658, 'pos': 0.103, 'compound': -0.5106}",0.103,0.658,0.239,-0.5106
34,34,0.0,0.4,"""attendants are plentiful and responsive""",2013-04-20,United States,Flew China Eastern March-April 2013 - 7 times during a three week trip including roundtrip from LAX- Shanghai and five trips within China including Hong Kong- Shanghai (round trip)  Shanghai-Beijing Beijing-Xi'an Xi'an-Chengdu. The airline batted 100 percent in three categories: None of the flights were on time. All of the food was pretty bad (even for airplane food standards) and all the in-flight entertainment was outdated or physically unviewable. We did have one recent American film shown and it was great - but it was a 1.5 hour flight so they cut it off before the ending. They are quick to warn you regarding turbulence and the flight attendants are plentiful and responsive. Best meal was the Chinese breakfast of yogurt fruit and pork and chicken dumplings. Drinks are frequently served  but beer/wine if at all available runs out quickly (but it is free in economy). No hard alcohol in economy.,Economy Class,AIRBUS A340,2x4x2,,,0.6,0.4,0.6,0.4,,no,china-eastern-airlines,China Eastern Airlines,0.2,,,,,,,flew china eastern march april time three week trip including roundtrip lax shanghai five trip within china including hong kong shanghai round trip shanghai beijing beijing xi xi chengdu airline batted percent three category none flight time food pretty bad even airplane food standard flight entertainment outdated physically unviewable recent american film shown great hour flight cut ending quick warn regarding turbulence flight attendant plentiful responsive best meal chinese breakfast yogurt fruit pork chicken dumpling drink frequently served beer wine available run quickly free economy hard alcohol economy,"{'neg': 0.079, 'neu': 0.72, 'pos': 0.201, 'compound': 0.9337}",0.201,0.72,0.079,0.9337
35,35,0.0,0.3,"""no PTV or AVOD very poor""",2011-08-10,United States,No PTV or AVOD very poor. All we could do is watch main screen clips and listen to poor music.,Economy Class,A340-300,2x4x2,,,0.8,0.6,0.8,0.6,,no,china-eastern-airlines,China Eastern Airlines,0.2,,,,,,,ptv avod poor could watch main screen clip listen poor music,"{'neg': 0.408, 'neu': 0.592, 'pos': 0.0, 'compound': -0.7351}",0.0,0.592,0.408,-0.7351
36,36,1.0,0.8,TUI Airways Seat Review by Noah Wesselby,2022-02-03,United Kingdom,"The seat on the TUI Boeing 787-9 is very good after using 4 times long and short haul, I flew 9:30 to Jamaica in 2019 and the seat did get a bit cramped but that’s expected really after that time. The TV is acceptable but is not the biggest but does the job with an acceptable amount of content. The recline was pretty average. Overall the TUI Economy 787 seat was just above average quality and works great",Economy Class,Boeing 787-9,3x3x3,October 2021,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,donghai-airlines,Donghai Airlines,0.8,0.8,,,,,,seat tui boeing good using time long short haul flew jamaica seat get bit cramped expected really time tv acceptable biggest job acceptable amount content recline pretty average overall tui economy seat average quality work great,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9363}",0.331,0.669,0.0,0.9363
37,37,1.0,0.8,TUI Airways Seat Review by Noah Wesselby,2022-02-03,United Kingdom,"The seat on the TUI Boeing 787-9 is very good after using 4 times long and short haul, I flew 9:30 to Jamaica in 2019 and the seat did get a bit cramped but that’s expected really after that time. The TV is acceptable but is not the biggest but does the job with an acceptable amount of content. The recline was pretty average. Overall the TUI Economy 787 seat was just above average quality and works great",Economy Class,Boeing 787-9,3x3x3,October 2021,Family Leisure,1.0,0.8,0.8,0.8,0.8,True,capital-airlines,Capital Airlines,0.8,0.8,,,,,,seat tui boeing good using time long short haul flew jamaica seat get bit cramped expected really time tv acceptable biggest job acceptable amount content recline pretty average overall tui economy seat average quality work great,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9363}",0.331,0.669,0.0,0.9363
38,38,5.0,0.9,"""Surprisingly good food""",2019-09-23,Australia,Surprisingly good food for a short flight to Melbourne. The staff were attentive and super chirpy. They had an issue with the microphone not working from the front of the plane and it was fun watching them deftly work around that with good humor. Recommended.,Business Class,Boeing 737-800,2x2,September 2019,Business,,,,,0.8,True,virgin-australia,Virgin Australia,,1.0,0.8,0.8,0.8,0.8,0.6,surprisingly good food short flight melbourne staff attentive super chirpy issue microphone working front plane fun watching deftly work around good humor recommended,"{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.9524}",0.544,0.456,0.0,0.9524
39,39,0.0,0.1,"""force taller people to upgrade""",2017-08-27,Australia,"We paid a premium price to fly Virgin Australia economy from Brisbane to Denpasar return in July. We could have flown Malindo Air or Jetstar for $200 per ticket cheaper but preferred Virgins flight times. Big mistake. They use an aircraft that should be on regional flights, not international flights with only enough legroom for anyone under five foot six tall. They force us taller people to upgrade to economy X at an extra cost of $69 each. Their economy X seats have the legroom of standard economy on most other international aircrafts. I have renamed Virgin's economy class to sardine class. Economy X to cattle class and anyone who fly's business class has more money than sense. None of these classes are value for money.  Then they send us emails to bid for an upgrade to their idea of business class at an extra minimum cost of $250 per seat. They have reduced the legroom of the economy seats to a ridiculous width to fit in the economy X seats at the front of the plane behind business class. The solution to me is also obvious. Take a row of economy X seats out and increase the width of the economy seats back to what they should be. They will reduce their revenue from the loss of a row of economy X seats but have happy customers in economy again. Their economy seating configuration should be illegal.",Economy Class,Boeing 737-800,3x3,August 2017,Couple Leisure,0.2,0.6,0.4,0.2,0.2,no,virgin-australia,Virgin Australia,,,,,,,,paid premium price fly virgin australia economy brisbane denpasar return july could flown malindo air jetstar ticket cheaper preferred virgin flight time big mistake use aircraft regional flight international flight enough legroom anyone five foot six tall force u taller people upgrade economy extra cost economy seat legroom standard economy international aircraft renamed virgin economy class sardine class economy cattle class anyone fly business class money sense none class value money send u email bid upgrade idea business class extra minimum cost seat reduced legroom economy seat ridiculous width fit economy seat front plane behind business class solution obvious row economy seat increase width economy seat back reduce revenue loss row economy seat happy customer economy economy seating configuration illegal,"{'neg': 0.097, 'neu': 0.822, 'pos': 0.081, 'compound': -0.2584}",0.081,0.822,0.097,-0.2584
40,40,0.0,0.2,"""will have troubles to fit in""",2017-08-24,Slovakia,"If you are anything above 170cm height you will have troubles to fit in and sit comfortably in Economy seats. Additionally my partner's seat recline did not work at all. There is no in-flight entertainment on screen, you just can download the app and watch on your phone, however there is no place where you can fit your phone properly so you need to hold it in your hand for few hours if you wanna enjoy the IFE.",Economy Class,Boeing 737-800,3x3,August 2017,Couple Leisure,0.2,0.2,0.4,0.6,0.6,no,virgin-australia,Virgin Australia,,,,,,,,anything cm height trouble fit comfortably economy seat additionally partner seat recline work flight entertainment screen download app watch phone however place fit phone properly need hold hand hour wanna enjoy ife,"{'neg': 0.06, 'neu': 0.559, 'pos': 0.38, 'compound': 0.9231}",0.38,0.559,0.06,0.9231
41,41,0.0,0.8,"""plenty of leg room in 15A/15C""",2017-05-02,Australia,"As a couple we were made to feel special for our first premium economy trip from Brisbane to LAX and return. We really appreciated the Fantastic friendly, personal service, the real glassware, cutlery and cloth napkins, and hot cleansing towels a treat. Seats were wide and comfortable, plenty of leg room in 15A/15C. Both trips were not very busy in PE so it was quiet and a real pleasure to feel cocooned in our personalised cabin. I told the attendants that VA should change the class name to pure premium. Economy doesn't do it justice. The food and beverage quality was terrific, more than I expected and I love my food and a good Pinot noir!",Premium Economy,Boeing 777,2x4x2,April 2017,Couple Leisure,0.8,0.6,1.0,0.8,0.6,True,virgin-australia,Virgin Australia,0.6,0.8,,,,,,couple made feel special first premium economy trip brisbane lax return really appreciated fantastic friendly personal service real glassware cutlery cloth napkin hot cleansing towel treat seat wide comfortable plenty leg room trip busy quiet real pleasure feel cocooned personalised cabin told attendant change class pure premium economy justice food beverage quality terrific expected love food good pinot noir,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.989}",0.435,0.565,0.0,0.989
